COMM_NAME,COMM_CODE,COMM_WT,BASE Price,WT_INDX042012,WT_INDX052012,WT_INDX062012,WT_INDX072012,WT_INDX082012,WT_INDX092012,WT_INDX102012,WT_INDX112012,WT_INDX122012,WT_INDX012013,WT_INDX022013,WT_INDX032013,WT_INDX042013,WT_INDX052013,WT_INDX062013,WT_INDX072013,WT_INDX082013,WT_INDX092013,WT_INDX102013,WT_INDX112013,WT_INDX122013,WT_INDX012014,WT_INDX022014,WT_INDX032014,WT_INDX042014,WT_INDX052014,WT_INDX062014,WT_INDX072014,WT_INDX082014,WT_INDX092014,WT_INDX102014,WT_INDX112014,WT_INDX122014,WT_INDX012015,WT_INDX022015,WT_INDX032015,WT_INDX042015,WT_INDX052015,WT_INDX062015,WT_INDX072015,WT_INDX082015,WT_INDX092015,WT_INDX102015,WT_INDX112015,WT_INDX122015,WT_INDX012016,WT_INDX022016,WT_INDX032016,WT_INDX042016,WT_INDX052016,WT_INDX062016,WT_INDX072016,WT_INDX082016,WT_INDX092016,WT_INDX102016,WT_INDX112016,WT_INDX122016,WT_INDX012017,WT_INDX022017,WT_INDX032017,WT_INDX042017,WT_INDX052017,WT_INDX062017,WT_INDX072017,WT_INDX082017,WT_INDX092017,WT_INDX102017,WT_INDX112017,WT_INDX122017,WT_INDX012018,WT_INDX022018,WT_INDX032018,WT_INDX042018,WT_INDX052018,WT_INDX062018,WT_INDX072018,WT_INDX082018,WT_INDX092018,WT_INDX102018,WT_INDX112018,WT_INDX122018,WT_INDX012019,WT_INDX022019,WT_INDX032019,WT_INDX042019,WT_INDX052019,WT_INDX062019,WT_INDX072019,WT_INDX082019,WT_INDX092019,WT_INDX102019,WT_INDX112019,WT_INDX122019,WT_INDX012020,WT_INDX022020,WT_INDX032020,WT_INDX042020,WT_INDX052020,WT_INDX062020,WT_INDX072020,WT_INDX082020,WT_INDX092020,WT_INDX102020,WT_INDX112020,WT_INDX122020,WT_INDX012021,WT_INDX022021,WT_INDX032021,WT_INDX042021,WT_INDX052021,WT_INDX062021,WT_INDX072021,WT_INDX082021,WT_INDX092021,WT_INDX102021,WT_INDX112021,WT_INDX122021,WT_INDX012022,WT_INDX022022,WT_INDX032022,WT_INDX042022,WT_INDX052022,WT_INDX062022,WT_INDX072022,WT_INDX082022,WT_INDX092022,WT_INDX102022,WT_INDX112022,WT_INDX122022,WT_INDX012023,WT_INDX022023,WT_INDX032023,WT_INDX042023,WT_INDX052023,WT_INDX062023,WT_INDX072023,WT_INDX082023,WT_INDX092023,WT_INDX102023
Pig Iron,1314020001,0.65301,107.7,0.65301,0.648765738,0.646946769,0.639670891,0.63360766,0.630576045,0.632395014,0.624512813,0.612992674,0.599653565,0.588133426,0.585101811,0.580857549,0.58692078,0.583889164,0.57721961,0.568731086,0.586314457,0.599653565,0.591771365,0.590558719,0.597228273,0.60632312,0.602685181,0.60450415,0.611780028,0.622693844,0.617236936,0.599653565,0.592984011,0.600259889,0.583889164,0.563274178,0.555998301,0.545690808,0.523863175,0.520225237,0.509311421,0.494153343,0.486877465,0.456561309,0.47414468,0.463230864,0.442615877,0.419575599,0.426851476,0.444434847,0.46262454,0.473538357,0.48202688,0.470506741,0.440190585,0.429883092,0.454136017,0.509917744,0.496578635,0.494759666,0.506886128,0.500822897,0.515980975,0.571762702,0.562667855,0.535383315,0.5481161,0.576613287,0.607535766,0.597834596,0.598440919,0.611173705,0.633001337,0.682719833,0.703941142,0.711823343,0.725162451,0.71909922,0.712429666,0.711217019,0.736682591,0.737288914,0.724556128,0.712429666,0.700303203,0.688783064,0.693027326,0.700303203,0.691208357,0.688176741,0.665742786,0.631182368,0.629969721,0.619055905,0.617236936,0.623300167,0.653616323,0.665136462,0.654222646,0.673624986,0.608142089,0.61420532,0.612386351,0.656647939,0.671806017,0.674231309,0.688783064,0.732438329,0.776093593,0.755478607,0.782763148,0.821567827,0.859766184,0.869467354,0.854309276,0.866435738,0.88038117,0.916760557,0.911909972,0.88038117,0.904634095,0.939194513,1.042875766,1.081680446,1.059852813,1.044088412,1.025292396,1.034993565,1.022867103,0.995582563,0.955565237,0.955565237,0.963447437,0.974967577,0.957990529,0.954958914,0.955565237,0.947683036,0.942832451,0.939194513,0.945864067,0.931312312
Mild Steel (MS) Blooms,1314030001,0.64842,108.8,0.64842,0.650803897,0.651399871,0.643056232,0.626368952,0.623985055,0.621601158,0.616833364,0.61206557,0.607297776,0.601338033,0.601934007,0.597166213,0.589418548,0.589418548,0.578691011,0.569155423,0.586438676,0.588822574,0.584054779,0.594782316,0.604317904,0.610873621,0.608489724,0.600742059,0.609085699,0.611469596,0.60372193,0.600146085,0.597762188,0.597166213,0.585246728,0.576903088,0.570347371,0.55485204,0.552468143,0.549488272,0.538164761,0.527437224,0.499426434,0.474991489,0.481547206,0.469031746,0.448768621,0.44161693,0.453536415,0.452940441,0.467839798,0.460688107,0.457708235,0.44161693,0.434465239,0.435657188,0.44161693,0.453536415,0.447576673,0.458900184,0.469031746,0.463072004,0.47379954,0.491082794,0.483335129,0.486315,0.512537868,0.515517739,0.525649301,0.51849761,0.522073456,0.541144632,0.566175551,0.576307114,0.579286985,0.586438676,0.597166213,0.60789375,0.595974265,0.594782316,0.618025313,0.613853493,0.601338033,0.585246728,0.577499063,0.580478934,0.579286985,0.578095037,0.564387629,0.558427886,0.544720478,0.530417096,0.530417096,0.522073456,0.52684125,0.532800993,0.560215809,0.557831912,0.556043989,0.560811783,0.548892298,0.546508401,0.546508401,0.562599706,0.569751397,0.55485204,0.595974265,0.626368952,0.679410662,0.644844154,0.672854945,0.706825478,0.734240294,0.724704706,0.709805349,0.732452371,0.736624191,0.775362518,0.753311471,0.739604063,0.765230956,0.790857849,0.854031121,0.870718401,0.854031121,0.808141103,0.821848511,0.806949154,0.79800954,0.797413566,0.764634982,0.759867188,0.791453824,0.787282004,0.790857849,0.776554467,0.759271213,0.752715496,0.734836268,0.73781614,0.758675239,0.74198796
MS Pencil Ingots,1314030003,0.04173,110.2,0.04173,0.040896915,0.041161987,0.040896915,0.040291034,0.040291034,0.04036677,0.040328902,0.038359791,0.038246189,0.038018984,0.038094719,0.038359791,0.038738466,0.037375236,0.036996561,0.036731488,0.037413103,0.037413103,0.037299501,0.037602441,0.039041407,0.039723022,0.039685154,0.040404637,0.040783312,0.040177432,0.040101697,0.039760889,0.039533684,0.040215299,0.039609419,0.038549129,0.037640309,0.036352813,0.036049873,0.036958693,0.036428548,0.035292523,0.034383702,0.03351275,0.03366422,0.032187387,0.031240699,0.030104673,0.030937759,0.031543639,0.032641797,0.032452459,0.032225254,0.031770844,0.030634819,0.029877468,0.030634819,0.031808711,0.031581506,0.031922314,0.032300989,0.032679664,0.03548186,0.036542151,0.03472451,0.034042895,0.03472451,0.035557595,0.036769356,0.036049873,0.036504283,0.037602441,0.039836624,0.04112412,0.04142706,0.042714555,0.042903893,0.044153521,0.042411615,0.042373748,0.044191388,0.043547641,0.04263882,0.042108675,0.04112412,0.041843603,0.041843603,0.041161987,0.04051824,0.039912359,0.038624864,0.037148031,0.036580018,0.036769356,0.036428548,0.036655753,0.039041407,0.039306479,0.037981116,0.039457949,0.036996561,0.037413103,0.037602441,0.039420082,0.040025962,0.041048385,0.042260145,0.046198367,0.04873549,0.047107187,0.049076298,0.051045408,0.053241724,0.053203857,0.052938784,0.054226279,0.053923339,0.057975163,0.057407151,0.054907895,0.05619539,0.060285082,0.065851606,0.06899461,0.066608956,0.060550154,0.061648312,0.061307505,0.060057877,0.060095744,0.059149056,0.057369283,0.057823693,0.058997586,0.058770381,0.057975163,0.056914873,0.056157523,0.055172967,0.055097232,0.056536198,0.055551642
"Cold Rolled (CR) Coils & Sheets, including Narrow Strip",1314050002,0.09307,103.4,0.09307,0.094330135,0.093520048,0.092259913,0.092349923,0.09297999,0.091449826,0.091089787,0.090819758,0.090999778,0.09045972,0.090909768,0.090729749,0.090909768,0.090549729,0.0902797,0.090099681,0.09045972,0.091719855,0.091629845,0.092079894,0.092529942,0.09307,0.095050213,0.09316001,0.093340029,0.092799971,0.092169903,0.092529942,0.091089787,0.091449826,0.091629845,0.090819758,0.088659526,0.088389497,0.087309381,0.086049246,0.084339062,0.082988917,0.080558656,0.078308414,0.078218404,0.07668824,0.075518114,0.072547795,0.072727814,0.072547795,0.075968162,0.076328201,0.078668453,0.077858366,0.075608124,0.075068066,0.076508221,0.079658559,0.080378636,0.081728781,0.082448859,0.082988917,0.085959236,0.086589304,0.085239159,0.085329168,0.086409284,0.086859333,0.090909768,0.091899874,0.092889981,0.091269807,0.095590271,0.09847058,0.101080861,0.100900841,0.103241093,0.104321209,0.103871161,0.105221306,0.10666146,0.107741576,0.107021499,0.106571451,0.103421112,0.102250986,0.102881054,0.102250986,0.102340996,0.100630812,0.098110542,0.095950309,0.094420145,0.092709961,0.091359816,0.091809865,0.094060106,0.095590271,0.096040319,0.088119468,0.093970097,0.094240126,0.093520048,0.095950309,0.099100648,0.102971064,0.10405118,0.107381538,0.12043294,0.120072901,0.119622853,0.12583352,0.134924497,0.137984826,0.140235068,0.139605,0.140685116,0.140865135,0.143025368,0.142755338,0.137984826,0.138704903,0.145905677,0.154006547,0.150856209,0.142845348,0.134384439,0.133214313,0.131144091,0.13141412,0.129883956,0.127183665,0.126283569,0.129613926,0.13141412,0.129343897,0.127813733,0.124933424,0.124123337,0.123043221,0.124843414,0.126913636
"Lead ingots, bars, blocks, plates",1314090005,0.01906,102,0.01906,0.018462039,0.019003941,0.019041314,0.019097373,0.019190804,0.019489784,0.019415039,0.019732706,0.020069059,0.020274608,0.020237235,0.020498843,0.020573588,0.020255922,0.020629647,0.020554902,0.020928627,0.020573588,0.020424098,0.020891255,0.020984686,0.021022059,0.021208922,0.021227608,0.021152863,0.021003373,0.020909941,0.020947314,0.021302353,0.020853882,0.018237804,0.018032255,0.018032255,0.017976196,0.017938824,0.017826706,0.018013569,0.018144373,0.017882765,0.017677216,0.017938824,0.017602471,0.017490353,0.017490353,0.017527725,0.017602471,0.017621157,0.017695902,0.017677216,0.017583784,0.017621157,0.01795751,0.017976196,0.018050941,0.018499412,0.019564529,0.019097373,0.019489784,0.01971402,0.020106431,0.020181176,0.020237235,0.020704392,0.020760451,0.020872569,0.021096804,0.021227608,0.021227608,0.02162002,0.021788196,0.021862941,0.021806882,0.021825569,0.021900314,0.022012431,0.021919,0.021844255,0.021993745,0.021657392,0.021545275,0.021563961,0.021601333,0.021601333,0.021657392,0.021601333,0.021078118,0.020984686,0.021096804,0.021190235,0.021302353,0.021339725,0.021227608,0.021022059,0.021059431,0.020947314,0.02081651,0.020760451,0.020723078,0.020704392,0.020928627,0.021208922,0.021134176,0.02126498,0.021825569,0.022348784,0.022442216,0.022815941,0.022965431,0.023451275,0.023488647,0.024516392,0.025114353,0.025618882,0.025693627,0.025731,0.025506765,0.026926922,0.026889549,0.027468824,0.026702686,0.026758745,0.026571882,0.025899176,0.025768373,0.025843118,0.025488078,0.02558151,0.025973922,0.026515824,0.026403706,0.026254216,0.026347647,0.026254216,0.026067353,0.026328961,0.026048667,0.026796118,0.026515824
Aluminium alloys,1314090007,0.06796,101.1,0.06796,0.068766647,0.069438853,0.068766647,0.068833867,0.069371632,0.0702455,0.07031272,0.069640514,0.070514382,0.069774955,0.069506073,0.071926014,0.070716044,0.07152269,0.073404866,0.071926014,0.071119367,0.071858793,0.072732661,0.07266544,0.073942631,0.074278734,0.073942631,0.076900336,0.075555925,0.07616091,0.075690366,0.07737088,0.077572542,0.078715292,0.077975865,0.080194144,0.078580851,0.078849733,0.077975865,0.077706983,0.078110307,0.07730366,0.075757587,0.073472087,0.073404866,0.07259822,0.071791573,0.070850485,0.070716044,0.071119367,0.072262117,0.072329337,0.072530999,0.07259822,0.075152601,0.074480396,0.076228131,0.07501816,0.076228131,0.075287043,0.076497013,0.077236439,0.076967557,0.077169219,0.076698675,0.076967557,0.071388249,0.072194896,0.072934322,0.073740969,0.075892028,0.075219822,0.076900336,0.077101998,0.07730366,0.077169219,0.078849733,0.078916954,0.078110307,0.077908645,0.078648071,0.079051395,0.078110307,0.076900336,0.076026469,0.076631454,0.076295351,0.075623145,0.075354263,0.074816499,0.074144293,0.071993234,0.072530999,0.073135984,0.071858793,0.070178279,0.070984926,0.070581602,0.070111058,0.070581602,0.068497765,0.070716044,0.07266544,0.071253808,0.073539308,0.073942631,0.076228131,0.07730366,0.077639763,0.078580851,0.079858042,0.080194144,0.081672997,0.085370129,0.086848981,0.086243996,0.090075569,0.094781009,0.097604273,0.098612582,0.103788566,0.103586904,0.110308961,0.112997784,0.111653373,0.111384491,0.11131727,0.108628447,0.1078218,0.108897329,0.108225124,0.108090682,0.112325579,0.109905638,0.110645064,0.109703976,0.109838417,0.108090682,0.106410168,0.105334639,0.106477389,0.107216815
Steel forgings - rough,1314110001,0.27051,99.6,0.27051,0.288163765,0.308261898,0.284904608,0.28626259,0.267250843,0.289521747,0.281645452,0.261004127,0.272954367,0.255572199,0.269695211,0.273769157,0.281917048,0.275941928,0.316409789,0.271053193,0.286534187,0.265078072,0.25475741,0.266164458,0.280015873,0.283818223,0.310163072,0.269423614,0.272139578,0.352260512,0.320483735,0.33514994,0.302286777,0.316138193,0.271324789,0.298212831,0.291151325,0.29006494,0.285447801,0.303101566,0.316681386,0.305274337,0.29604006,0.300385602,0.289793343,0.353075301,0.325100873,0.313693825,0.31260744,0.319125753,0.324557681,0.320483735,0.316952982,0.317496175,0.333791958,0.319668946,0.320755331,0.326730452,0.318039367,0.319125753,0.319125753,0.319125753,0.320483735,0.320483735,0.320483735,0.319125753,0.320755331,0.319125753,0.319668946,0.326730452,0.322656506,0.324829277,0.323742892,0.324286084,0.317224578,0.318310964,0.321841717,0.313150633,0.305545934,0.31260744,0.315323404,0.371272259,0.369642681,0.371543855,0.37344503,0.382950904,0.375617801,0.381592922,0.389740813,0.389740813,0.400604669,0.394086355,0.405221807,0.403320633,0.411196928,0.406579789,0.399518283,0.398160301,0.394357952,0.394357952,0.396259127,0.400604669,0.396802319,0.390555602,0.388382831,0.389469217,0.394901145,0.397888705,0.400876265,0.396802319,0.40277744,0.421789187,0.418258434,0.422603976,0.420159608,0.423147169,0.428579096,0.428035904,0.43509741,0.436183795,0.448405633,0.450306807,0.448134036,0.453294367,0.46741738,0.461442259,0.45763991,0.469590151,0.465516205,0.470948133,0.468775361,0.477194849,0.472034518,0.477194849,0.476651657,0.469590151,0.471219729,0.467688976,0.469861747,0.473935693,0.472577711,0.472034518
a. Manufacture of structural metal products,1315010000,1.03144,105.9,1.03144,1.027544098,1.038257828,1.081112748,1.070399018,1.045075656,1.047997583,1.040205779,1.030466025,1.027544098,1.044101681,1.053841435,1.048971558,1.014882417,1.019752295,1.011960491,1.026570123,1.033387951,1.012934466,1.022674221,1.013908442,1.025596147,1.034361926,1.017804344,1.026570123,1.039231804,1.033387951,1.046049632,1.038257828,1.04215373,1.044101681,1.038257828,1.047023607,1.04215373,1.051893484,1.061633239,1.044101681,1.043127705,1.041179754,1.012934466,1.021700246,1.027544098,1.019752295,1.022674221,1.014882417,1.014882417,1.016830368,1.014882417,1.000272786,0.996376884,0.984689178,0.98858508,0.975923399,0.985663154,0.994428933,0.976897375,1.002220737,1.021700246,1.024622172,1.022674221,1.015856393,1.014882417,1.011960491,1.02072627,1.013908442,1.029492049,1.012934466,1.025596147,1.034361926,1.055789386,1.067477092,1.069425042,1.056763362,1.066503116,1.077216846,1.086956601,1.112279962,1.113253938,1.112279962,1.105462134,1.111305987,1.112279962,1.112279962,1.120071766,1.125915619,1.123967668,1.117149839,1.112279962,1.110332011,1.10643611,1.10643611,1.105462134,1.098644306,1.100592257,1.098644306,1.105462134,1.099618281,1.09572238,1.090852502,1.08500865,1.077216846,1.072346969,1.093774429,1.103514183,1.132733447,1.165848612,1.155134882,1.159030784,1.174614391,1.1940939,1.191171974,1.199937753,1.208703532,1.207729556,1.202859679,1.208703532,1.21552136,1.213573409,1.220391237,1.238896771,1.276881813,1.302205175,1.310970954,1.289543494,1.310970954,1.306101076,1.278829764,1.286621568,1.289543494,1.283699641,1.280777715,1.296361322,1.29246542,1.295387347,1.287595543,1.268116034,1.298309273,1.309996978,1.288569518
Boilers,1315030001,0.1225,105.9,0.1225,0.1225,0.123541076,0.124582153,0.124350803,0.124466478,0.124582153,0.124582153,0.126201605,0.12967186,0.134645892,0.133836166,0.134183192,0.13638102,0.13638102,0.13638102,0.138116147,0.139157224,0.138810198,0.138000472,0.138000472,0.138000472,0.138000472,0.132679415,0.119029745,0.121458924,0.121458924,0.119955146,0.120070822,0.119955146,0.119955146,0.120070822,0.121111898,0.120996223,0.120996223,0.121111898,0.119029745,0.119261095,0.117178942,0.117294618,0.117294618,0.117294618,0.11868272,0.117178942,0.119839471,0.119029745,0.117294618,0.120070822,0.126895656,0.125276204,0.127589707,0.129556185,0.130250236,0.131175637,0.130597262,0.128399433,0.128399433,0.123425401,0.123309726,0.123194051,0.12631728,0.12631728,0.12631728,0.128515109,0.128515109,0.128515109,0.128515109,0.128515109,0.128515109,0.128515109,0.128168083,0.128052408,0.127358357,0.127358357,0.127358357,0.127358357,0.125391879,0.120764873,0.120880548,0.120880548,0.120880548,0.12226865,0.12226865,0.12226865,0.119261095,0.119261095,0.119261095,0.116947592,0.116947592,0.123772427,0.124350803,0.124350803,0.124350803,0.124350803,0.12631728,0.12631728,0.12631728,0.114402738,0.114402738,0.114402738,0.114402738,0.113824363,0.113824363,0.111279509,0.11174221,0.11174221,0.11174221,0.111048159,0.111048159,0.111048159,0.111048159,0.111048159,0.111048159,0.111048159,0.111279509,0.111857885,0.107924929,0.104570349,0.106074127,0.110122757,0.110932483,0.114634089,0.112436261,0.113708687,0.111279509,0.114402738,0.119261095,0.119029745,0.116600567,0.120070822,0.118220019,0.116600567,0.121921624,0.12585458,0.127589707,0.122615675,0.122384325,0.123078376,0.122037299
Electrical stamping- Laminated or otherwise,1315040001,0.17896,99.9,0.17896,0.179318278,0.176989469,0.181647087,0.178422583,0.182005365,0.179318278,0.178243443,0.172869269,0.160687808,0.15190999,0.149939459,0.151193433,0.150118599,0.146177538,0.148685485,0.151014294,0.15817986,0.155671912,0.154955355,0.156925886,0.153880521,0.156209329,0.165882843,0.166957678,0.169823904,0.167674234,0.167315956,0.171973574,0.173048408,0.16642026,0.171794434,0.172331852,0.173764965,0.176093774,0.174302382,0.174302382,0.182721922,0.184692452,0.1830802,0.190066627,0.193291131,0.191858018,0.19149974,0.191141461,0.186125566,0.190783183,0.17896,0.183617618,0.19149974,0.1830802,0.175377217,0.176631191,0.170898739,0.165703704,0.162120921,0.163016617,0.159612973,0.159792112,0.162658338,0.16032953,0.160508669,0.159612973,0.159612973,0.161404364,0.166778539,0.156567608,0.163016617,0.161941782,0.163195756,0.16230006,0.161046086,0.155134494,0.161941782,0.167495095,0.161225225,0.163016617,0.158358999,0.166957678,0.172152713,0.173585826,0.171973574,0.175735495,0.176989469,0.17269013,0.175198078,0.166778539,0.168390791,0.165166286,0.16642026,0.163195756,0.167315956,0.163733173,0.159792112,0.159612973,0.158538138,0.153701381,0.149939459,0.147968929,0.149939459,0.152984825,0.151372573,0.154238799,0.155851051,0.152268268,0.156567608,0.154238799,0.15603019,0.163733173,0.189170931,0.191320601,0.205472593,0.217116637,0.221057698,0.221057698,0.234134855,0.232343463,0.240046446,0.24345009,0.236821942,0.243629229,0.257781221,0.266917317,0.27264977,0.277128248,0.273724605,0.2705001,0.263513674,0.267275596,0.273545465,0.278382222,0.273008048,0.283398118,0.289667988,0.284831231,0.292892492,0.29342991,0.29557958,0.297191832
"e. Manufacture of cutlery, hand tools and general hardware",1315050000,0.20758,100.7,0.20758,0.20964137,0.208404548,0.210053644,0.210053644,0.206549315,0.207167726,0.201395889,0.201808163,0.200159067,0.201189752,0.201602026,0.197891559,0.201602026,0.200571341,0.20551863,0.210053644,0.20551863,0.206961589,0.206343178,0.20758,0.20551863,0.208198411,0.208404548,0.212939563,0.21108433,0.209022959,0.205312493,0.20551863,0.207167726,0.207167726,0.214382522,0.215619345,0.215207071,0.214588659,0.214588659,0.215619345,0.215207071,0.216237756,0.216856167,0.218299126,0.219742085,0.220978908,0.220360497,0.213764111,0.22221573,0.222009593,0.2242771,0.222834141,0.224483237,0.223040278,0.22572006,0.232316445,0.230667349,0.229224389,0.236026912,0.22778143,0.234377815,0.235820775,0.236026912,0.236233049,0.236233049,0.232728719,0.226132334,0.192738133,0.194387229,0.194387229,0.201808163,0.204900218,0.203869533,0.203869533,0.204281807,0.204694081,0.205106356,0.205930904,0.204487944,0.20551863,0.20551863,0.205106356,0.205930904,0.206549315,0.205312493,0.205930904,0.206343178,0.205930904,0.206343178,0.206549315,0.206549315,0.206755452,0.207167726,0.207167726,0.206755452,0.207167726,0.209847507,0.207992274,0.207786137,0.207786137,0.209022959,0.207786137,0.20964137,0.210465919,0.211290467,0.211496604,0.214588659,0.213557974,0.214176385,0.214794796,0.219535948,0.219948222,0.220360497,0.219329811,0.219535948,0.223040278,0.223246415,0.224070963,0.226132334,0.225926197,0.22572006,0.225513923,0.223658689,0.23128576,0.23128576,0.231904171,0.231491897,0.232110308,0.232110308,0.23334713,0.233553267,0.233553267,0.228399841,0.227987567,0.227987567,0.228193704,0.2242771,0.2242771,0.224070963,0.223658689,0.223452552,0.223864826
Aluminium utensils,1315060004,0.02264,106.3,0.02264,0.020765757,0.021830668,0.021766773,0.020723161,0.020914845,0.020701863,0.020744459,0.020169407,0.020765757,0.020936143,0.021979755,0.020893547,0.020829652,0.020829652,0.020723161,0.020957441,0.020914845,0.02204365,0.02108523,0.02264,0.022980771,0.023683612,0.025643048,0.026303293,0.026303293,0.026303293,0.024003086,0.024386453,0.024492944,0.024045682,0.024386453,0.024642032,0.024791119,0.0274108,0.028646096,0.029881392,0.025749539,0.025323575,0.025174487,0.025153189,0.025217084,0.025089294,0.024876312,0.024833716,0.025238382,0.025344873,0.025430066,0.025302277,0.025280978,0.02525968,0.025344873,0.025323575,0.025344873,0.025557855,0.025600452,0.025749539,0.025792135,0.025579153,0.02562175,0.025685644,0.02585603,0.025643048,0.025344873,0.02442905,0.024791119,0.024897611,0.024833716,0.024471646,0.024620734,0.02466333,0.024386453,0.02442905,0.025153189,0.025004102,0.024982803,0.024982803,0.024982803,0.024982803,0.025046698,0.024855014,0.024897611,0.024940207,0.025110593,0.025153189,0.025110593,0.025046698,0.024769821,0.024791119,0.024705927,0.024684628,0.024705927,0.02466333,0.024684628,0.024599436,0.02466333,0.024620734,0.024578137,0.024791119,0.024982803,0.025131891,0.025153189,0.02525968,0.025472662,0.025366171,0.025792135,0.0262181,0.026345889,0.026601468,0.026984835,0.027176519,0.027197817,0.027517291,0.028156237,0.028518307,0.028198833,0.028113641,0.028411816,0.02883778,0.028922973,0.02907206,0.029306341,0.028795183,0.028859078,0.029008166,0.028667394,0.028113641,0.028709991,0.028305325,0.028539605,0.028369219,0.028560903,0.028901675,0.028071044,0.028177535,0.027964553,0.028156237,0.028347921,0.028433114
Steel door,1315060006,0.0085,106.6,0.0085,0.008707317,0.008595685,0.008412289,0.008476079,0.008276735,0.008284709,0.008619606,0.008890713,0.008986398,0.009050188,0.008818949,0.008747186,0.009074109,0.00909803,0.009082083,0.008723265,0.008898687,0.009177767,0.009393058,0.00950469,0.009337242,0.009536585,0.009353189,0.009712008,0.009464822,0.009409006,0.009719981,0.010381801,0.010110694,0.010158537,0.01082833,0.010062852,0.010062852,0.010038931,0.010302064,0.010365854,0.009959193,0.010022983,0.010182458,0.010429644,0.0102303,0.010238274,0.010740619,0.010477486,0.010389775,0.010525328,0.010573171,0.010405722,0.010174484,0.010405722,0.010381801,0.010365854,0.010381801,0.010325985,0.010477486,0.010780488,0.01136257,0.011545966,0.011569887,0.01149015,0.011641651,0.011912758,0.012064259,0.012175891,0.012271576,0.011968574,0.011809099,0.011848968,0.011888837,0.012032364,0.012008443,0.012064259,0.012287523,0.012383208,0.012303471,0.012391182,0.012247655,0.012431051,0.01255863,0.012159944,0.011825047,0.011801126,0.011729362,0.012112101,0.012056285,0.01227955,0.012016417,0.012008443,0.012080206,0.012159944,0.012080206,0.011968574,0.012128049,0.012040338,0.012032364,0.01202439,0.012064259,0.012048311,0.011976548,0.011777205,0.011992495,0.011840994,0.011880863,0.012183865,0.012263602,0.011952627,0.012032364,0.012231707,0.012383208,0.012423077,0.012462946,0.012662289,0.012909475,0.013332083,0.013427767,0.013435741,0.013603189,0.013810507,0.013834428,0.013842402,0.01381848,0.013858349,0.013802533,0.013682927,0.013308161,0.013746717,0.013499531,0.013587242,0.013842402,0.01388227,0.013603189,0.013547373,0.013459662,0.01341182,0.013491557,0.013515478,0.013547373,0.013531426
Steel drums and barrels,1315060009,0.02274,100.9,0.02274,0.022627314,0.022920297,0.022807611,0.022694926,0.022875223,0.022604777,0.022604777,0.02242448,0.022334331,0.02242448,0.022379405,0.022379405,0.022311794,0.022289257,0.023032983,0.02321328,0.023190743,0.023303429,0.023258355,0.02305552,0.023506264,0.023461189,0.023641487,0.023754172,0.023731635,0.023957007,0.023979544,0.023979544,0.023957007,0.023821784,0.023709098,0.023551338,0.023754172,0.023438652,0.023190743,0.023438652,0.023573875,0.023393578,0.023573875,0.024114767,0.023393578,0.023123132,0.023078057,0.022965372,0.022785074,0.022807611,0.022356868,0.022559703,0.022762537,0.022920297,0.022830149,0.023100595,0.022717463,0.022852686,0.023416115,0.023371041,0.023799247,0.024002081,0.024655659,0.024362676,0.024047156,0.024047156,0.024159841,0.024114767,0.024520436,0.025016254,0.025489534,0.025512071,0.025421923,0.025692369,0.026503707,0.026706541,0.026819227,0.026706541,0.02726997,0.027495342,0.027472805,0.027698176,0.028058771,0.028509514,0.028441903,0.028441903,0.027946085,0.028058771,0.027855937,0.027833399,0.027653102,0.027653102,0.027089673,0.026368484,0.026098038,0.025850129,0.025331774,0.025331774,0.025692369,0.026571318,0.026684004,0.026368484,0.026616392,0.026255798,0.026751615,0.027608028,0.028689812,0.029546224,0.031890089,0.033377542,0.033828285,0.034233954,0.036059465,0.037411695,0.040724658,0.040318989,0.039620337,0.039237205,0.038763925,0.037186323,0.036758117,0.036960951,0.035991853,0.037727215,0.038966759,0.038831536,0.037186323,0.036082002,0.035608722,0.035203053,0.034910069,0.03554111,0.03538335,0.035946779,0.036645431,0.036600357,0.037163786,0.036915877,0.036059465,0.035631259,0.035631259,0.034977681
